Klasse,minimumSteigungWert,maximumSteigungWert,minimumSenkungWert,maximumSenkungWert,steigungA,steigungB,steigungC,senkungA,senkungB,senkungC,mittelA,mittelB,mittelC,gesamtA,gesamtB,gesamtC,fftAnfangMedian,fftAnfangMittel,fftAnfangPSD,fftMitteMedian,fftMitteMittel,fftMittePSD,fftEndeMedian,fftEndeMittel,fftEndePSD,fftGesamtMedian,fftGesamtMittel,fftGesamtPSD,mittelwert,signalstärke,varianz,standardabweichung,energie,kurtosis,schiefe,zeroCrossings,laenge,maximalwert,minimalwert
Finger2,18.293699623003057,185.95920982886912,92.65839907499893,209.28269837883659,221.98559253254427,-2.6922454833984375,-2.6922454833984375,65.59984650007789,4.216699481684046,-0.07864535231817493,221.98559253254427,-2.6922454833984375,-2.6922454833984375,65.59984650007789,4.216699481684046,-0.07864535231817493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.31297496551725,5791.632591243078,51371.22081375633,226.65220231393369,736967.1157551807,-0.38302261886502675,-0.08713172235870728,8.0,58.0,513.71155,-497.49756
Finger2,46.34466621389048,220.75192181957158,61.863143560417825,240.84266031676793,24.840189752452716,18.155471704810594,-0.5485594494568042,24.840189752452716,18.155471704810594,-0.5485594494568042,24.840189752452716,18.155471704810594,-0.5485594494568042,24.840189752452716,18.155471704810594,-0.5485594494568042,5.0,5.254395800408938,1.2249114742226291E7,0.0,0.0,206657.47775640246,1.0,2.0129438065493988,6804424.041689486,0.0,0.0,0.0,-20.31783999687501,4086.2048123709055,79758.47819380934,282.4154354737172,625781.3452640747,-0.5633491434433249,-0.451801458833037,6.0,32.0,466.4795,-626.3031
Finger2,47.31942954136354,203.67032948878727,79.1084405391299,230.04613022648,207.48225811452278,-43.04686571334736,2.047078750175345,207.48225811452278,-43.04686571334736,2.047078750175345,207.48225811452278,-43.04686571334736,2.047078750175345,207.48225811452278,-43.04686571334736,2.047078750175345,1.0,1.5843988499327462,206185.38924092712,0.0,0.35575070711188495,2408091.7284604376,0.0,0.0,0.0,0.0,0.0,0.0,251.52544321428573,2234.170755162722,60788.67480369068,246.55359418124627,420472.6145031373,-1.6825377259652536,-0.3213218588785037,2.0,14.0,522.876,-110.07385
Finger2,139.57219630794506,303.38627371240057,60.8817186856496,353.8733319305879,302.19242437654066,-65.74402752222181,6.504921082186314,11.879063172951646,52.052412979737596,-2.393005151480679,11.879063172951646,52.052412979737596,-2.393005151480679,11.879063172951646,52.052412979737596,-2.393005151480679,1.0,1.911106481388451,5732490.76428265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.63586712999995,4216.817005570657,90137.4755180867,300.22903843247195,1073449.940166249,-1.3425303523785543,0.1922431404404488,1.0,20.0,855.011,-86.30676
Finger2,35.60953090121254,253.42253555166116,53.89682003901827,266.32450558161497,82.40421955605416,-3.2778008839867,0.08140434230223548,0.0,0.0,0.0,82.40421955605416,-3.2778008839867,0.08140434230223548,0.0,0.0,0.0,6.0,9.1939654485463,3.975918828854777E7,0.0,0.0,0.0,0.0,0.8105459255759813,1.9138893449635826E7,0.0,0.0,0.0,63.405761459999994,6961.145116828612,58813.46773410571,242.51488146937646,1087946.7704743093,-0.13049234079189231,0.7893084954191144,6.0,70.0,629.0222,-283.0902
Finger2,37.9064595410071,266.43156750128963,163.4764757192505,281.9120308211632,123.11854938336432,42.60783816980245,-3.1766618529773467,123.11854938336432,42.60783816980245,-3.1766618529773467,123.11854938336432,42.60783816980245,-3.1766618529773467,123.11854938336432,42.60783816980245,-3.1766618529773467,1.0,0.9657304970543109,6087127.499583539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.054150875,3143.776674049414,173070.78709458996,416.01777257058376,699187.5364237701,-1.5576874199849435,-0.1670578759219796,2.0,16.0,713.91907,-508.37402
Finger2,36.389358467771444,276.6518485780585,149.05393290978895,316.8968448436808,166.96920836846198,30.457115617321165,-2.0605243655484635,166.96920836846198,30.457115617321165,-2.0605243655484635,166.96920836846198,30.457115617321165,-2.0605243655484635,166.96920836846198,30.457115617321165,-2.0605243655484635,1.0,1.6323121073472813,2.705831445882444E7,0.0,0.0,600856.8248652024,0.0,0.0,0.0,0.0,0.0,0.0,27.27172575000002,4036.74095342525,211989.8451342907,460.42354971731265,968658.8033646814,-1.094585343833863,-0.4786882558030472,2.0,20.0,679.2755,-813.01575
Finger2,42.83211739864907,222.5723428478595,67.25015084608957,250.24856878671974,105.10259381140463,28.548737139851596,-1.4975913297945702,105.10259381140463,28.548737139851596,-1.4975913297945702,105.10259381140463,28.548737139851596,-1.4975913297945702,105.10259381140463,28.548737139851596,-1.4975913297945702,1.0,1.3123438093407733,187935.50027677603,0.0,0.3545794137271524,2962712.6193033345,0.0,0.0,0.0,4.0,5.066807336320642,6.992278117947969E7,63.08441027727272,3948.4904512578346,147471.9350296812,384.0207481760344,798739.7902010465,-1.529315480047673,-0.07863864348334385,2.0,22.0,584.10645,-517.8406
Finger2,85.60337966630732,278.27288461598556,105.96879938702956,304.54162952952555,80.89295091457757,56.68116779790341,-3.6463282952623146,80.89295091457757,56.68116779790341,-3.6463282952623146,80.89295091457757,56.68116779790341,-3.6463282952623146,80.89295091457757,56.68116779790341,-3.6463282952623146,1.0,0.87062747624899,7107711.907534166,0.0,0.0,0.0,1.0,0.8416143179655291,2.2935648632038996E7,0.0,0.0,0.0,400.13661058823527,3628.9118571592235,49659.45084939916,222.84400563936907,886831.4842871288,-1.2045176715502552,-0.27603764085694965,1.0,17.0,709.89075,-9.365845
Finger2,51.05825972681093,232.8956920073382,163.15537469268773,276.89743028974334,301.5674594686918,-7.876902103809556,0.08544638133372073,0.0,0.0,0.0,301.5674594686918,-7.876902103809556,0.08544638133372073,301.5674594686918,-7.876902103809556,0.08544638133372073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finger2,51.928269958296084,253.1384413632205,135.7499811426975,291.768784820716,141.34489237729167,33.279130746641385,-2.20171162750092,141.34489237729167,33.279130746641385,-2.20171162750092,141.34489237729167,33.279130746641385,-2.20171162750092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.50186773684212,3732.874491858193,166488.08692831628,408.0295172267765,834737.6317770669,-0.9066281990616836,-0.4953154751478293,2.0,19.0,720.5658,-672.02454
Finger2,45.15995131633097,308.3224256080992,150.6203673277136,349.5005711449837,86.98916077183321,59.023574606207944,-4.232918992537975,86.98916077183321,59.023574606207944,-4.232918992537975,86.98916077183321,59.023574606207944,-4.232918992537975,86.98916077183321,59.023574606207944,-4.232918992537975,1.0,1.849737946883104,1.5043260432060359E7,0.0,NaN,0.0,1.0,0.8399900279927229,2.386566934005867E7,0.0,0.0,0.0,-91.56875987499998,3225.835975217099,211181.47656627977,459.5448580566208,797901.6778122451,-1.466922186225131,-0.4825040631297199,1.0,16.0,440.69824,-870.0165
Finger2,56.80506089718568,196.89509535525346,97.01220210857372,242.84882049996844,126.76340689244603,0.11633418516375826,-6.428639554447724E-4,0.0,0.0,0.0,126.76340689244603,0.11633418516375826,-6.428639554447724E-4,0.0,0.0,0.0,18.0,21.25563804656519,8.477637699223888E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finger2,65.09146590825456,297.90317332968715,90.52623636452394,349.5171301624451,252.0195476207457,-26.966238378909225,0.7257688880027331,56.37951329388102,33.95193160029544,-1.2815786525356714,56.37951329388102,33.95193160029544,-1.2815786525356714,56.37951329388102,33.95193160029544,-1.2815786525356714,2.0,2.074622321457636,5.729059257482188E7,0.0,0.0,0.0,3.0,2.979214479473527,2.156846068883809E7,0.0,0.0,0.0,132.80029218518519,5492.305626828618,179659.3946161905,423.8624713467689,1300752.6657838908,1.6348460521796868,-1.5326859137050917,4.0,27.0,690.3534,-1116.1469
Finger2,94.24355918098698,362.3451317611503,147.31007397409473,393.7048359851346,171.2805088402381,82.66330492754628,-8.565609575504567,171.2805088402381,82.66330492754628,-8.565609575504567,171.2805088402381,82.66330492754628,-8.565609575504567,171.2805088402381,82.66330492754628,-8.565609575504567,1.0,0.9359869347277568,99071.07779408361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-432.4737495,3176.9457878084,145302.0314574426,381.18503572076725,966140.9900222073,-1.6198579859580728,0.26275285616323013,1.0,12.0,215.91797,-874.54834
Finger2,139.48555606163532,325.5798336306262,75.79995770650916,374.088531530431,31.144378405708494,18.796865975764774,-0.40652987525883333,31.144378405708494,18.796865975764774,-0.40652987525883333,0.0,0.0,0.0,31.144378405708494,18.796865975764774,-0.40652987525883333,4.0,5.270102416847464,1.6944464050134756E7,0.0,0.0,0.0,2.0,2.5688562413487444,2.521384020592059E7,0.0,0.0,0.0,142.7233873914286,6710.827157174095,156686.3706233081,395.8362927060985,1544031.448204566,-0.9526063004526542,0.021378052729673958,2.0,35.0,907.077,-622.2748
Finger2,76.47341037118872,354.06139454779344,94.49316077600976,381.09717538331415,52.398789395545464,13.713145687755116,-0.31190092504764166,52.398789395545464,13.713145687755116,-0.31190092504764166,0.0,0.0,0.0,52.398789395545464,13.713145687755116,-0.31190092504764166,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.752175766972748,3.151535389221065E7,0.0,0.0,0.0,14.907663428571434,5724.915154305431,143900.29958493472,379.3419296425518,1231334.6698712283,1.7275758545005457,-1.4891415007013258,4.0,35.0,502.23083,-1166.098
Finger2,30.583407662053542,234.8730974568829,100.59883165534454,257.6794534495404,92.73059922668904,32.106436790486896,-1.9349697721792332,92.73059922668904,32.106436790486896,-1.9349697721792332,92.73059922668904,32.106436790486896,-1.9349697721792332,92.73059922668904,32.106436790486896,-1.9349697721792332,1.0,2.004310179394235,6494968.782557853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21148688500000076,3175.4596383709063,131430.8027245564,362.533864245199,614650.1962456387,-0.20724609350605228,-0.8491604180904689,3.0,20.0,458.42285,-846.048
Finger2,55.49707057298912,378.8650007586026,163.1042032018226,407.50622912839026,0.0,0.0,0.0,171.29070704611217,89.70039526381277,-9.619916458964738,171.29070704611217,89.70039526381277,-9.619916458964738,171.29070704611217,89.70039526381277,-9.619916458964738,2.0,1.759814735249034,446280.45989816985,0.0,NaN,0.0,1.0,0.8494571237399987,3.842649015229312E7,0.0,0.0,0.0,-384.4696033366667,3108.0368454417276,202452.9857020178,449.94775885875663,977302.375729711,-1.6740481578428004,0.16320185630710224,1.0,12.0,218.63708,-971.933
