Klasse,minimumSteigungWert,maximumSteigungWert,minimumSenkungWert,maximumSenkungWert,steigungA,steigungB,steigungC,senkungA,senkungB,senkungC,mittelA,mittelB,mittelC,gesamtA,gesamtB,gesamtC,fftAnfangMedian,fftAnfangMittel,fftAnfangPSD,fftMitteMedian,fftMitteMittel,fftMittePSD,fftEndeMedian,fftEndeMittel,fftEndePSD,fftGesamtMedian,fftGesamtMittel,fftGesamtPSD,mittelwert,signalstärke,varianz,standardabweichung,energie,kurtosis,schiefe,zeroCrossings,laenge,maximalwert,minimalwert
Finger1,63.448971045027044,204.3095342887825,80.37960501628315,257.84070861306236,77.83421927857421,42.473411108260734,-30.629037634158408,77.83421927857421,42.473411108260734,-30.629037634158408,77.83421927857421,42.473411108260734,-30.629037634158408,178.96062382923992,0.18943642046257025,-7.583914490731924E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.164584473544299,29637.693929806985,161507.39103519716,401.8798216322849,6351828.514407377,-1.5029345800546776,0.16292878897842716,8.0,158.0,637.5824,-553.5919
Finger1,79.27078810948797,236.95053910329278,87.1554011380885,309.6987911709942,237.64180421815183,-31.660698564646964,-0.0364433462425211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.910395692061195,4.1993356644381694E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finger1,114.65175076472657,270.22770442114114,138.96492683624243,317.586154349264,0.0,0.0,0.0,203.0661887378344,0.024769216943525407,9.18609225527417E-5,270.24552675646646,-27.8584393758008,-0.6614426165837415,270.24552675646646,-27.8584393758008,-0.6614426165837415,0.0,0.0,0.0,0.0,0.7953796229871123,1.929799271888301E7,1.0,0.8381650808036653,2.315955308892117E7,0.0,0.0,0.0,16.539302746710522,98282.8592115992,210887.67443369245,459.22508036222547,2.4051472246344317E7,-1.5305078259681237,0.05568787865366717,23.0,456.0,757.82776,-683.8074
Finger1,6.772192245294444,358.16439708215455,187.9578912470027,397.80157467525004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7945060141465536,3.0117500645734854E7,1.0,0.8364940044196699,4.0292879055782884E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finger1,27.47674507019827,217.31084755448668,102.62719865617352,255.38629135626334,112.28638011247449,49.61530393998203,-4.159762989827843,220.63779137018508,-50.58620377864736,2.2690724296419518,220.63779137018508,-50.58620377864736,2.2690724296419518,112.28638011247449,49.61530393998203,-4.159762989827843,1.0,0.9924064827930429,408742.3468553128,0.0,0.3338222939094012,5941443.572353853,1.0,0.8415521129145519,1.4011303553140936E7,0.0,0.0,0.0,334.9682590666667,2671.743181832844,43761.0670180146,209.19146019380094,571389.5571450713,-1.7861870344565047,-0.26144802527339694,0.0,15.0,565.979,42.90161
Finger1,94.4389697367274,250.84259413457937,118.72686559641568,281.74167433812465,115.13302102085663,40.5828442888494,-1.385125598478112,115.13302102085663,40.5828442888494,-1.385125598478112,115.13302102085663,40.5828442888494,-1.385125598478112,115.13302102085663,40.5828442888494,-1.385125598478112,1.0,0.8855676297488932,1716988.33859292,0.0,0.7974462338764597,1.5081496617979407E7,0.0,0.0,0.0,0.0,0.0,0.0,400.148461764706,3754.5679909898577,52657.23722149167,229.4716479687451,914740.4042709706,-0.6427067374037461,-0.7439209860878461,1.0,17.0,651.6815,-109.16748
Finger1,72.66418434126246,272.97375861083833,65.50200976102423,316.63985062768234,127.07541573189633,5.490781208483895,-0.10897700847499614,127.07541573189633,5.490781208483895,-0.10897700847499614,127.07541573189633,5.490781208483895,-0.10897700847499614,127.07541573189633,5.490781208483895,-0.10897700847499614,3.0,3.953342799783678,5.4915781947921604E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.38952579999997,7127.4382190876195,149630.53416104082,386.8210621993596,1551590.5216882415,-1.3362594457792003,-0.031390601595566975,2.0,40.0,530.12695,-738.89465
Finger1,48.90482860612852,283.20284498621265,157.9063740262353,366.4988364420179,146.03323434860886,37.937271731616875,-1.6826645990769258,146.03323434860886,37.937271731616875,-1.6826645990769258,146.03323434860886,37.937271731616875,-1.6826645990769258,146.03323434860886,37.937271731616875,-1.6826645990769258,1.0,1.7278122241241236,8.343305871583214E7,1.0,0.8357372567564165,3.95892926182878E7,0.0,0.0,0.0,0.0,0.0,0.0,-542.6469748000001,6786.955844183663,34685.806266626285,186.24125822874555,2023922.4203198696,-0.6071880334670188,0.6798805640666273,0.0,25.0,-163.14697,-792.0685
Finger1,344.3975798710261,598.9014821581826,134.94808927181,666.5451937408772,356.5023249248052,-0.7691158372825839,0.13893489158047423,356.5023249248052,-0.7691158372825839,0.13893489158047423,356.5023249248052,-0.7691158372825839,0.13893489158047423,356.5023249248052,-0.7691158372825839,0.13893489158047423,2.0,3.771911928265823,7.362405167251703E8,1.0,0.8315137297110284,1.3293009615609027E8,1.0,0.8335696254201644,1.1232246068630816E8,0.0,0.0,0.0,-34.21783472727268,18770.058533805714,863471.4348654333,929.231636819062,9691942.457885044,-1.3418734043815526,-0.2567957849807792,2.0,44.0,1387.0514,-1506.0883
Finger1,52.60600096713918,213.92355485352084,82.14158760118873,246.69454517067425,265.0774973693475,11.34981548662563,-6.3611312784297525,217.12985950266824,-44.38478529280013,2.1774657729646236,93.97182445960198,50.91109997158662,-4.044009841457999,217.12985950266824,-44.38478529280013,2.1774657729646236,2.0,2.1137712877523906,103858.88180980082,0.0,0.3347477534722342,5313537.944642439,1.0,0.8361203248540188,1.3738143521575104E7,0.0,0.0,0.0,296.86035266333334,2650.5728757704915,59929.73196007069,244.8054982227129,549163.8089995278,-1.6424641744329682,-0.3611512968592809,1.0,15.0,552.9877,-57.10144
